student_id,data,points
25,es_2_1_2points,2
25,es_2_2_3points,0
25,es_3_1_1point,1
25,es_3_2_2points,2
25,es_3_3_2points,2
25,es_3_4_2points,2
25,es_3_5_3points,3
25,es_4_1_15points,15
25,es_4_2_10points,5
25,es_5_1_2points,2
25,es_5_2_10points,10
25,es_5_3_3points,1.5
25,es_6_1_25points,2
25,es_6_2_15points,5
25,total,57.5
30,es_1_1_2points,2
30,es_1_2_3points,3
30,es_2_1_2points,2
30,es_2_2_3points,2
30,es_3_1_1point,1
30,es_3_2_2points,2
30,es_3_3_2points,2
30,es_3_4_2points,2
30,es_3_5_3points,3
30,es_4_1_15points,12
30,es_4_2_10points,8
30,es_5_1_2points,1
30,es_5_2_10points,5
30,es_5_3_3points,1.5
30,es_6_1_25points,4
30,es_6_2_15points,5
30,total,55.5
33,es_1_1_2points,2
33,es_1_2_3points,3
33,es_2_1_2points,2
33,es_2_2_3points,1.5
33,es_3_1_1point,1
33,es_3_2_2points,0
33,es_3_3_2points,0
33,es_3_4_2points,2
33,es_3_5_3points,3
33,es_4_1_15points,3
33,es_4_2_10points,3
33,es_5_1_2points,1
33,es_5_2_10points,7.5
33,es_5_3_3points,1.5
33,es_6_1_25points,0
33,es_6_2_15points,0
33,total,30.5
34,es_1_1_2points,2
34,es_1_2_3points,3
34,es_2_1_2points,2
34,es_2_2_3points,0.5
34,es_3_1_1point,1
34,es_3_2_2points,2
34,es_3_3_2points,1.5
34,es_3_4_2points,2
34,es_3_5_3points,0
34,es_4_1_15points,4
34,es_4_2_10points,0
34,es_5_1_2points,0
34,es_5_2_10points,0
34,es_5_3_3points,0
34,es_6_1_25points,0
34,es_6_2_15points,0
34,total,18
37,es_1_1_2points,2
37,es_1_2_3points,3
37,es_2_1_2points,2
37,es_2_2_3points,1.5
37,es_3_1_1point,0.5
37,es_3_2_2points,2
37,es_3_3_2points,0
37,es_3_4_2points,2
37,es_3_5_3points,0
37,es_4_1_15points,14
37,es_4_2_10points,3
37,es_5_1_2points,0
37,es_5_2_10points,0
37,es_5_3_3points,0
37,es_6_1_25points,0
37,es_6_2_15points,0
37,total,30
38,es_1_1_2points,2
38,es_1_2_3points,3
38,es_2_1_2points,2
38,es_2_2_3points,0.5
38,es_3_1_1point,1
38,es_3_2_2points,2
38,es_3_3_2points,2
38,es_3_4_2points,2
38,es_3_5_3points,3
38,es_4_1_15points,15
38,es_4_2_10points,4
38,es_5_1_2points,1
38,es_5_2_10points,2.5
38,es_5_3_3points,1.5
38,es_6_1_25points,0
38,es_6_2_15points,0
38,total,41.5
39,es_1_1_2points,2
39,es_1_2_3points,3
39,es_2_1_2points,1
39,es_2_2_3points,0
39,es_3_1_1point,1
39,es_3_2_2points,0
39,es_3_3_2points,0
39,es_3_4_2points,2
39,es_3_5_3points,0
39,es_4_1_15points,15
39,es_4_2_10points,10
39,es_5_1_2points,2
39,es_5_2_10points,8
39,es_5_3_3points,2.5
39,es_6_1_25points,24
39,es_6_2_15points,13
39,total,83.5
42,es_1_1_2points,2
42,es_1_2_3points,3
42,es_2_1_2points,1
42,es_2_2_3points,0.5
42,es_3_1_1point,1
42,es_3_2_2points,2
42,es_3_3_2points,0
42,es_3_4_2points,2
42,es_3_5_3points,3
42,es_4_1_15points,4
42,es_4_2_10points,2
42,es_5_1_2points,0.5
42,es_5_2_10points,0
42,es_5_3_3points,1.5
42,es_6_1_25points,0
42,es_6_2_15points,0
42,total,22.5
44,es_1_1_2points,2
44,es_1_2_3points,3
44,es_2_1_2points,2
44,es_2_2_3points,3
44,es_3_1_1point,1
44,es_3_2_2points,2
44,es_3_3_2points,2
44,es_3_4_2points,2
44,es_3_5_3points,3
44,es_4_1_15points,15
44,es_4_2_10points,10
44,es_5_1_2points,2
44,es_5_2_10points,10
44,es_5_3_3points,3
44,es_6_1_25points,24
44,es_6_2_15points,13.5
44,total,97.5
45,es_1_1_2points,2
45,es_1_2_3points,3
45,es_2_1_2points,1
45,es_2_2_3points,2
45,es_3_1_1point,1
45,es_3_2_2points,2
45,es_3_3_2points,2
45,es_3_4_2points,2
45,es_3_5_3points,3
45,es_4_1_15points,15
45,es_4_2_10points,3
45,es_5_1_2points,1.5
45,es_5_2_10points,6.5
45,es_5_3_3points,2
45,es_6_1_25points,0
45,es_6_2_15points,0
45,total,46
46,es_1_1_2points,2
46,es_1_2_3points,3
46,es_2_1_2points,1
46,es_2_2_3points,0
46,es_3_1_1point,1
46,es_3_2_2points,0
46,es_3_3_2points,0
46,es_3_4_2points,2
46,es_3_5_3points,0
46,es_4_1_15points,4
46,es_4_2_10points,4
46,es_5_1_2points,0
46,es_5_2_10points,0
46,es_5_3_3points,0
46,es_6_1_25points,5
46,es_6_2_15points,0
46,total,22
47,es_1_1_2points,2
47,es_1_2_3points,3
47,es_2_1_2points,1
47,es_2_2_3points,1.5
47,es_3_1_1point,1
47,es_3_2_2points,2
47,es_3_3_2points,0
47,es_3_4_2points,2
47,es_3_5_3points,3
47,es_4_1_15points,7
47,es_4_2_10points,2
47,es_5_1_2points,1
47,es_5_2_10points,1.5
47,es_5_3_3points,1
47,es_6_1_25points,0
47,es_6_2_15points,0
47,total,28
49,es_1_1_2points,2
49,es_1_2_3points,3
49,es_2_1_2points,2
49,es_2_2_3points,0.5
49,es_3_1_1point,1
49,es_3_2_2points,2
49,es_3_3_2points,0
49,es_3_4_2points,2
49,es_3_5_3points,0
49,es_4_1_15points,4
49,es_4_2_10points,2
49,es_5_1_2points,0.5
49,es_5_2_10points,4
49,es_5_3_3points,1.5
49,es_6_1_25points,2
49,es_6_2_15points,4
49,total,30.5
51,es_1_1_2points,1.5
51,es_1_2_3points,3
51,es_2_1_2points,0.5
51,es_2_2_3points,0
51,es_3_1_1point,1
51,es_3_2_2points,2
51,es_3_3_2points,0
51,es_3_4_2points,0
51,es_3_5_3points,0
51,es_4_1_15points,0
51,es_4_2_10points,1
51,es_5_1_2points,0
51,es_5_2_10points,0
51,es_5_3_3points,0
51,es_6_1_25points,0
51,es_6_2_15points,0
51,total,9
52,es_1_1_2points,2
52,es_1_2_3points,2
52,es_2_1_2points,2
52,es_2_2_3points,0
52,es_3_1_1point,1
52,es_3_2_2points,2
52,es_3_3_2points,0
52,es_3_4_2points,0
52,es_3_5_3points,0
52,es_4_1_15points,4
52,es_4_2_10points,2
52,es_5_1_2points,0
52,es_5_2_10points,0
52,es_5_3_3points,3
52,es_6_1_25points,8
52,es_6_2_15points,10
52,total,36
54,es_1_1_2points,2
54,es_1_2_3points,3
54,es_2_1_2points,1
54,es_2_2_3points,1.5
54,es_3_1_1point,1
54,es_3_2_2points,2
54,es_3_3_2points,0
54,es_3_4_2points,2
54,es_3_5_3points,3
54,es_4_1_15points,15
54,es_4_2_10points,2
54,es_5_1_2points,0
54,es_5_2_10points,5
54,es_5_3_3points,1.5
54,es_6_1_25points,0
54,es_6_2_15points,0
54,total,39
55,es_1_1_2points,2
55,es_1_2_3points,3
55,es_2_1_2points,2
55,es_2_2_3points,1.5
55,es_3_1_1point,1
55,es_3_2_2points,2
55,es_3_3_2points,2
55,es_3_4_2points,2
55,es_3_5_3points,3
55,es_4_1_15points,4
55,es_4_2_10points,7
55,es_5_1_2points,0
55,es_5_2_10points,0
55,es_5_3_3points,0
55,es_6_1_25points,7
55,es_6_2_15points,0
55,total,36.5
56,es_1_1_2points,2
56,es_1_2_3points,3
56,es_2_1_2points,2
56,es_2_2_3points,3
56,es_3_1_1point,1
56,es_3_2_2points,2
56,es_3_3_2points,2
56,es_3_4_2points,2
56,es_3_5_3points,3
56,es_4_1_15points,15
56,es_4_2_10points,10
56,es_5_1_2points,2
56,es_5_2_10points,10
56,es_5_3_3points,3
56,es_6_1_25points,15
56,es_6_2_15points,9
56,total,84
57,es_1_1_2points,0.5
57,es_1_2_3points,2
57,es_2_1_2points,1
57,es_2_2_3points,0.5
57,es_3_1_1point,1
57,es_3_2_2points,2
57,es_3_3_2points,0
57,es_3_4_2points,2
57,es_3_5_3points,3
57,es_4_1_15points,2
57,es_4_2_10points,0
57,es_5_1_2points,0
57,es_5_2_10points,0
57,es_5_3_3points,0
57,es_6_1_25points,5
57,es_6_2_15points,4
57,total,23
58,es_1_1_2points,2
58,es_1_2_3points,3
58,es_2_1_2points,1
58,es_2_2_3points,2
58,es_3_1_1point,1
58,es_3_2_2points,2
58,es_3_3_2points,0
58,es_3_4_2points,2
58,es_3_5_3points,3
58,es_4_1_15points,14
58,es_4_2_10points,2
58,es_5_1_2points,1
58,es_5_2_10points,5
58,es_5_3_3points,2
58,es_6_1_25points,5
58,es_6_2_15points,3
58,total,48
59,es_1_1_2points,0
59,es_1_2_3points,3
59,es_2_1_2points,2
59,es_2_2_3points,0
59,es_3_1_1point,0
59,es_3_2_2points,2
59,es_3_3_2points,0
59,es_3_4_2points,2
59,es_3_5_3points,0
59,es_4_1_15points,3
59,es_4_2_10points,3
59,es_5_1_2points,1
59,es_5_2_10points,2.5
59,es_5_3_3points,0
59,es_6_1_25points,5
59,es_6_2_15points,6
59,total,29.5
60,es_1_1_2points,2
60,es_1_2_3points,3
60,es_2_1_2points,1
60,es_2_2_3points,0
60,es_3_1_1point,1
60,es_3_2_2points,2
60,es_3_3_2points,0
60,es_3_4_2points,0
60,es_3_5_3points,0
60,es_4_1_15points,3
60,es_4_2_10points,2
60,es_5_1_2points,1
60,es_5_2_10points,0
60,es_5_3_3points,1.5
60,es_6_1_25points,0
60,es_6_2_15points,0
60,total,16.5
61,es_1_1_2points,1.5
61,es_1_2_3points,1.5
61,es_2_1_2points,2
61,es_2_2_3points,2
61,es_3_1_1point,1
61,es_3_2_2points,2
61,es_3_3_2points,0
61,es_3_4_2points,2
61,es_3_5_3points,3
61,es_4_1_15points,15
61,es_4_2_10points,4
61,es_5_1_2points,0.5
61,es_5_2_10points,3
61,es_5_3_3points,1
61,es_6_1_25points,19
61,es_6_2_15points,0
61,total,57.5
62,es_1_1_2points,2
62,es_1_2_3points,3
62,es_2_1_2points,2
62,es_2_2_3points,0
62,es_3_1_1point,1
62,es_3_2_2points,2
62,es_3_3_2points,2
62,es_3_4_2points,2
62,es_3_5_3points,0
62,es_4_1_15points,3
62,es_4_2_10points,6
62,es_5_1_2points,2
62,es_5_2_10points,7.5
62,es_5_3_3points,1.5
62,es_6_1_25points,4
62,es_6_2_15points,5
62,total,43
64,es_1_1_2points,1
64,es_1_2_3points,2
64,es_2_1_2points,1
64,es_2_2_3points,0.5
64,es_3_1_1point,1
64,es_3_2_2points,2
64,es_3_3_2points,2
64,es_3_4_2points,2
64,es_3_5_3points,3
64,es_4_1_15points,4
64,es_4_2_10points,2
64,es_5_1_2points,0
64,es_5_2_10points,0
64,es_5_3_3points,0
64,es_6_1_25points,0
64,es_6_2_15points,0
64,total,20.5
67,es_1_1_2points,2
67,es_1_2_3points,3
67,es_2_1_2points,0.5
67,es_2_2_3points,0
67,es_3_1_1point,1
67,es_3_2_2points,2
67,es_3_3_2points,2
67,es_3_4_2points,2
67,es_3_5_3points,3
67,es_4_1_15points,15
67,es_4_2_10points,10
67,es_5_1_2points,2
67,es_5_2_10points,7
67,es_5_3_3points,3
67,es_6_1_25points,24.5
67,es_6_2_15points,15
67,total,92
68,es_1_1_2points,2
68,es_1_2_3points,2
68,es_2_1_2points,1
68,es_2_2_3points,3
68,es_3_1_1point,1
68,es_3_2_2points,2
68,es_3_3_2points,2
68,es_3_4_2points,2
68,es_3_5_3points,3
68,es_4_1_15points,15
68,es_4_2_10points,10
68,es_5_1_2points,2
68,es_5_2_10points,10
68,es_5_3_3points,3
68,es_6_1_25points,19
68,es_6_2_15points,14
68,total,91
69,es_1_1_2points,1.5
69,es_1_2_3points,3
69,es_2_1_2points,1.5
69,es_2_2_3points,0.5
69,es_3_1_1point,1
69,es_3_2_2points,2
69,es_3_3_2points,0
69,es_3_4_2points,2
69,es_3_5_3points,3
69,es_4_1_15points,3
69,es_4_2_10points,1
69,es_5_1_2points,0
69,es_5_2_10points,0
69,es_5_3_3points,0
69,es_6_1_25points,5
69,es_6_2_15points,0
69,total,23.5
70,es_1_1_2points,2
70,es_1_2_3points,3
70,es_2_1_2points,2
70,es_2_2_3points,2
70,es_3_1_1point,1
70,es_3_2_2points,2
70,es_3_3_2points,2
70,es_3_4_2points,2
70,es_3_5_3points,3
70,es_4_1_15points,15
70,es_4_2_10points,8.5
70,es_5_1_2points,1
70,es_5_2_10points,0
70,es_5_3_3points,0
70,es_6_1_25points,12
70,es_6_2_15points,5
70,total,60.5
71,es_1_1_2points,2
71,es_1_2_3points,3
71,es_2_1_2points,2
71,es_2_2_3points,2
71,es_3_1_1point,1
71,es_3_2_2points,2
71,es_3_3_2points,2
71,es_3_4_2points,2
71,es_3_5_3points,3
71,es_4_1_15points,15
71,es_4_2_10points,10
71,es_5_1_2points,0.5
71,es_5_2_10points,5
71,es_5_3_3points,1.5
71,es_6_1_25points,25
71,es_6_2_15points,14.5
71,total,90.5
73,es_1_1_2points,2
73,es_1_2_3points,3
73,es_2_1_2points,1
73,es_2_2_3points,0.5
73,es_3_1_1point,1
73,es_3_2_2points,2
73,es_3_3_2points,2
73,es_3_4_2points,2
73,es_3_5_3points,3
73,es_4_1_15points,15
73,es_4_2_10points,4
73,es_5_1_2points,0
73,es_5_2_10points,0
73,es_5_3_3points,1.5
73,es_6_1_25points,8
73,es_6_2_15points,4
73,total,49
75,es_1_1_2points,2
75,es_1_2_3points,2
75,es_2_1_2points,2
75,es_2_2_3points,1.5
75,es_3_1_1point,1
75,es_3_2_2points,2
75,es_3_3_2points,2
75,es_3_4_2points,2
75,es_3_5_3points,3
75,es_4_1_15points,15
75,es_4_2_10points,10
75,es_5_1_2points,2
75,es_5_2_10points,7.5
75,es_5_3_3points,1.5
75,es_6_1_25points,24
75,es_6_2_15points,10
75,total,87.5
77,es_1_1_2points,2
77,es_1_2_3points,3
77,es_2_1_2points,1
77,es_2_2_3points,0.5
77,es_3_1_1point,1
77,es_3_2_2points,2
77,es_3_3_2points,2
77,es_3_4_2points,2
77,es_3_5_3points,3
77,es_4_1_15points,15
77,es_4_2_10points,4
77,es_5_1_2points,1.5
77,es_5_2_10points,6
77,es_5_3_3points,1.5
77,es_6_1_25points,16
77,es_6_2_15points,6
77,total,66.5
79,es_1_1_2points,2
79,es_1_2_3points,3
79,es_2_1_2points,1
79,es_2_2_3points,1.5
79,es_3_1_1point,0.5
79,es_3_2_2points,2
79,es_3_3_2points,2
79,es_3_4_2points,2
79,es_3_5_3points,3
79,es_4_1_15points,13
79,es_4_2_10points,4
79,es_5_1_2points,1
79,es_5_2_10points,9
79,es_5_3_3points,1.5
79,es_6_1_25points,25
79,es_6_2_15points,14
79,total,84.5
80,es_1_1_2points,2
80,es_1_2_3points,3
80,es_2_1_2points,1
80,es_2_2_3points,0.5
80,es_3_1_1point,1
80,es_3_2_2points,2
80,es_3_3_2points,2
80,es_3_4_2points,2
80,es_3_5_3points,3
80,es_4_1_15points,7
80,es_4_2_10points,4
80,es_5_1_2points,0
80,es_5_2_10points,7.5
80,es_5_3_3points,1.5
80,es_6_1_25points,5
80,es_6_2_15points,10
80,total,51.5
82,es_1_1_2points,2
82,es_1_2_3points,3
82,es_2_1_2points,1
82,es_2_2_3points,0.5
82,es_3_1_1point,1
82,es_3_2_2points,2
82,es_3_3_2points,0
82,es_3_4_2points,0
82,es_3_5_3points,0
82,es_4_1_15points,2
82,es_4_2_10points,2
82,es_5_1_2points,0
82,es_5_2_10points,0
82,es_5_3_3points,0
82,es_6_1_25points,0
82,es_6_2_15points,0
82,total,13.5
83,es_1_1_2points,2
83,es_1_2_3points,3
83,es_2_1_2points,2
83,es_2_2_3points,0.5
83,es_3_1_1point,1
83,es_3_2_2points,0
83,es_3_3_2points,2
83,es_3_4_2points,2
83,es_3_5_3points,0
83,es_4_1_15points,7
83,es_4_2_10points,5
83,es_5_1_2points,0.5
83,es_5_2_10points,7
83,es_5_3_3points,0
83,es_6_1_25points,13
83,es_6_2_15points,7
83,total,52
87,es_1_1_2points,2
87,es_1_2_3points,3
87,es_2_1_2points,1
87,es_2_2_3points,2
87,es_3_1_1point,1
87,es_3_2_2points,2
87,es_3_3_2points,2
87,es_3_4_2points,2
87,es_3_5_3points,3
87,es_4_1_15points,15
87,es_4_2_10points,10
87,es_5_1_2points,2
87,es_5_2_10points,10
87,es_5_3_3points,1.5
87,es_6_1_25points,10
87,es_6_2_15points,8
87,total,74.5
91,es_1_1_2points,2
91,es_1_2_3points,2
91,es_2_1_2points,1
91,es_2_2_3points,2
91,es_3_1_1point,1
91,es_3_2_2points,2
91,es_3_3_2points,2
91,es_3_4_2points,2
91,es_3_5_3points,3
91,es_4_1_15points,5
91,es_4_2_10points,10
91,es_5_1_2points,0
91,es_5_2_10points,5.5
91,es_5_3_3points,2
91,es_6_1_25points,17
91,es_6_2_15points,10
91,total,66.5
92,es_1_1_2points,2
92,es_1_2_3points,3
92,es_2_1_2points,2
92,es_2_2_3points,0.5
92,es_3_1_1point,1
92,es_3_2_2points,2
92,es_3_3_2points,0
92,es_3_4_2points,2
92,es_3_5_3points,0
92,es_4_1_15points,15
92,es_4_2_10points,3
92,es_5_1_2points,1
92,es_5_2_10points,2.5
92,es_5_3_3points,1
92,es_6_1_25points,0
92,es_6_2_15points,0
92,total,35
94,es_1_1_2points,2
94,es_1_2_3points,3
94,es_2_1_2points,1
94,es_2_2_3points,2
94,es_3_1_1point,1
94,es_3_2_2points,2
94,es_3_3_2points,2
94,es_3_4_2points,2
94,es_3_5_3points,3
94,es_4_1_15points,15
94,es_4_2_10points,8.5
94,es_5_1_2points,2
94,es_5_2_10points,9
94,es_5_3_3points,2
94,es_6_1_25points,25
94,es_6_2_15points,13
94,total,92.5
95,es_1_1_2points,2
95,es_1_2_3points,3
95,es_2_1_2points,1
95,es_2_2_3points,0.5
95,es_3_1_1point,1
95,es_3_2_2points,2
95,es_3_3_2points,0
95,es_3_4_2points,2
95,es_3_5_3points,3
95,es_4_1_15points,15
95,es_4_2_10points,8
95,es_5_1_2points,0
95,es_5_2_10points,0
95,es_5_3_3points,0
95,es_6_1_25points,10
95,es_6_2_15points,5
95,total,52.5
99,es_1_1_2points,2
99,es_1_2_3points,2
99,es_2_1_2points,0
99,es_2_2_3points,0
99,es_3_1_1point,1
99,es_3_2_2points,2
99,es_3_3_2points,0
99,es_3_4_2points,2
99,es_3_5_3points,3
99,es_4_1_15points,2
99,es_4_2_10points,3
99,es_5_1_2points,0
99,es_5_2_10points,0
99,es_5_3_3points,0
99,es_6_1_25points,0
99,es_6_2_15points,0
99,total,17
101,es_1_1_2points,2
101,es_1_2_3points,2
101,es_2_1_2points,1
101,es_2_2_3points,2
101,es_3_1_1point,1
101,es_3_2_2points,2
101,es_3_3_2points,1.5
101,es_3_4_2points,2
101,es_3_5_3points,2
101,es_4_1_15points,5
101,es_4_2_10points,1
101,es_5_1_2points,0
101,es_5_2_10points,0
101,es_5_3_3points,1.5
101,es_6_1_25points,4
101,es_6_2_15points,5
101,total,32
102,es_1_1_2points,2
102,es_1_2_3points,3
102,es_2_1_2points,1
102,es_2_2_3points,1.5
102,es_3_1_1point,1
102,es_3_2_2points,0
102,es_3_3_2points,0
102,es_3_4_2points,2
102,es_3_5_3points,3
102,es_4_1_15points,12
102,es_4_2_10points,3
102,es_5_1_2points,0
102,es_5_2_10points,0
102,es_5_3_3points,0
102,es_6_1_25points,2
102,es_6_2_15points,1
102,total,31.5
103,es_1_1_2points,2
103,es_1_2_3points,3
103,es_2_1_2points,1
103,es_2_2_3points,1.5
103,es_3_1_1point,1
103,es_3_2_2points,2
103,es_3_3_2points,0
103,es_3_4_2points,2
103,es_3_5_3points,3
103,es_4_1_15points,3
103,es_4_2_10points,0
103,es_5_1_2points,0
103,es_5_2_10points,0
103,es_5_3_3points,0
103,es_6_1_25points,0
103,es_6_2_15points,0
103,total,18.5
104,es_1_1_2points,2
104,es_1_2_3points,3
104,es_2_1_2points,1
104,es_2_2_3points,1.5
104,es_3_1_1point,1
104,es_3_2_2points,2
104,es_3_3_2points,2
104,es_3_4_2points,2
104,es_3_5_3points,3
104,es_4_1_15points,15
104,es_4_2_10points,9
104,es_5_1_2points,2
104,es_5_2_10points,8
104,es_5_3_3points,3
104,es_6_1_25points,24.5
104,es_6_2_15points,13
104,total,92
106,es_1_1_2points,2
106,es_1_2_3points,3
106,es_2_1_2points,1
106,es_2_2_3points,1.5
106,es_3_1_1point,1
106,es_3_2_2points,2
106,es_3_3_2points,2
106,es_3_4_2points,2
106,es_3_5_3points,3
106,es_4_1_15points,7
106,es_4_2_10points,7.5
106,es_5_1_2points,1
106,es_5_2_10points,1.5
106,es_5_3_3points,1.5
106,es_6_1_25points,25
106,es_6_2_15points,10
106,total,71
